ner_tag,id,token
end,1728,end
B-PER,1728,judge
O,1728,accepts
O,1728,guilty
O,1728,plea
B-ORG,1728,sac
I-ORG,1728,capital
O,1728,insider-trading
O,1728,case
O,1728,weighing
O,1728,criminal
O,1728,penalty
O,1728,http://t.co/eagk9sayp3
end,1730,end
B-LOC,1730,australian
O,1730,search
O,1730,authority
O,1730,says
O,1730,possible
O,1730,signals
O,1730,detected
O,1730,search
O,1730,flight
O,1730,370
O,1730,#mh370
O,1730,http://t.co/eruwchcglt
end,1731,end
B-LOC,1731,greek
O,1731,bond
O,1731,sale
O,1731,raise
O,1731,3
O,1731,billion
O,1731,euros
O,1731,4
O,1731,16
O,1731,billion
O,1731,4
O,1731,95
O,1731,yield
O,1731,http://t.co/try05mm6xj
end,1733,end
B-LOC,1733,china
O,1733,exports
O,1733,fell
O,1733,6
O,1733,6
O,1733,march
O,1733,year
O,1733,earlier
O,1733,median
O,1733,forecast
O,1733,4
O,1733,2
O,1733,growth
O,1733,http://t.co/eruwchcglt
end,1736,end
B-LOC,1736,indonesian
O,1736,president
O,1736,party
O,1736,devastated
O,1736,early
O,1736,legislative
O,1736,election
O,1736,results
O,1736,http://t.co/eruwchcglt
end,1737,end
B-ORG,1737,toyota
O,1737,recall
O,1737,6
O,1737,39
O,1737,million
O,1737,vehicles
O,1737,world-wide
O,1737,http://t.co/eruwchcglt
end,1738,end
O,1738,tiny
O,1738,sliver
O,1738,doctors
O,1738,accounted
O,1738,outsize
O,1738,portion
B-ORG,1738,medicare
O,1738,2012
O,1738,costs
O,1738,federal
O,1738,data
O,1738,http://t.co/x4zlrxyelb
end,1739,end
B-LOC,1739,australia
O,1739,says
O,1739,signals
O,1739,found
O,1739,point
O,1739,deploying
O,1739,submersible
O,1739,flight
O,1739,370
O,1739,search
O,1739,#mh370
O,1739,http://t.co/7qnxn5btup
end,1740,end
B-LOC,1740,australia
O,1740,says
O,1740,ocean
O,1740,shield
O,1740,reacquired
O,1740,possible
O,1740,black
O,1740,box
O,1740,signals
O,1740,twice
O,1740,http://t.co/7qnxn5btup
end,1741,end
B-ORG,1741,goldman
I-ORG,1741,sachs
O,1741,considering
O,1741,shutting
O,1741,world
O,1741,largest
O,1741,private
O,1741,stock-trading
O,1741,venues
O,1741,http://t.co/6ybjqydz6h
end,1744,end
B-PER,1744,kerry
O,1744,sharpens
O,1744,criticism
B-LOC,1744,moscow
O,1744,saying
O,1744,russian
O,1744,provocateurs
O,1744,agents
O,1744,operating
B-LOC,1744,ukraine
O,1744,http://t.co/eruwchcglt
end,1747,end
B-LOC,1747,russian
O,1747,soldier
O,1747,fatally
O,1747,shot
B-LOC,1747,ukrainian
O,1747,officer
B-LOC,1747,crimea
O,1747,says
B-LOC,1747,ukraine
O,1747,defense
O,1747,ministry
O,1747,http://t.co/eruwchcglt
end,1748,end
B-LOC,1748,australia
O,1748,says
O,1748,signal
O,1748,held
O,1748,hours
O,1748,20
O,1748,minutes
O,1748,second
O,1748,13
O,1748,minutes
O,1748,#mh370.
O,1748,http://t.co/7qnxn5btup
end,1749,end
B-LOC,1749,australia
O,1749,air
O,1749,chief
O,1749,says
B-LOC,1749,australia
O,1749,detected
O,1749,signals
O,1749,consistent
O,1749,airplane
O,1749,black
O,1749,box
O,1749,http://t.co/7qnxn5btup
end,1751,end
O,1751,boards
O,1751,world
O,1751,cement
O,1751,companies
O,1751,approved
O,1751,50
O,1751,billion
O,1751,merger
O,1751,plan
O,1751,http://t.co/eruwchcglt
end,1752,end
B-ORG,1752,kentucky
O,1752,beats
B-ORG,1752,wisconsin
O,1752,74
O,1752,73
O,1752,play
B-ORG,1752,uconn
O,1752,national
O,1752,championship
O,1752,http://t.co/eruwchcglt
end,1753,end
B-ORG,1753,uconn
O,1753,upsets
B-ORG,1753,florida
O,1753,63
O,1753,53
O,1753,play
O,1753,national
O,1753,championship
O,1753,monday
O,1753,http://t.co/eruwchcglt
end,1754,end
O,1754,u
O,1754,s
O,1754,attorney
O,1754,general
B-PER,1754,eric
I-PER,1754,holder
O,1754,confirms
B-ORG,1754,justice
I-ORG,1754,department
O,1754,investigation
O,1754,high-frequency
O,1754,trading
O,1754,http://t.co/eruwchcglt
end,1755,end
B-LOC,1755,u
I-LOC,1755,s
O,1755,march
O,1755,nonfarm
O,1755,payrolls
O,1755,rise
O,1755,192
O,1755,000
O,1755,unemployment
O,1755,rate
O,1755,6
O,1755,7
O,1755,http://t.co/ltygewntqr
end,1756,end
B-ORG,1756,formula
I-ORG,1756,1
O,1756,racing
O,1756,champion
B-PER,1756,michael
I-PER,1756,schumacher
O,1756,shows
O,1756,moments
O,1756,consciousness
O,1756,manager
O,1756,says
O,1756,http://t.co/eruwchcglt
end,1757,end
B-PER,1757,kerry
B-LOC,1757,u
I-LOC,1757,s
O,1757,assess
O,1757,role
B-LOC,1757,mideast
O,1757,peace
O,1757,process
O,1757,negative
B-LOC,1757,israeli
B-LOC,1757,palestinian
O,1757,moves
B-ORG,1757,ap
O,1757,says
O,1757,http://t.co/eruwchcglt
end,1759,end
O,1759,prescription-data
O,1759,provider
B-ORG,1759,ims
I-ORG,1759,health
O,1759,raises
O,1759,1
O,1759,3
O,1759,billion
B-ORG,1759,nyse
O,1759,ipo
O,1759,http://t.co/zyrl9dy59m
end,1763,end
B-ORG,1763,senate
O,1763,intelligence
O,1763,panel
O,1763,votes
O,1763,declassify
B-ORG,1763,cia
O,1763,interrogation
O,1763,report
O,1763,http://t.co/eruwchcglt
end,1764,end
B-LOC,1764,turkey
O,1764,telecom
O,1764,regulator
O,1764,lifts
B-ORG,1764,twitter
O,1764,ban
O,1764,http://t.co/eruwchcglt
end,1765,end
B-ORG,1765,ecb
O,1765,leaves
O,1765,key
O,1765,rate
O,1765,unchanged
O,1765,0
O,1765,25
O,1765,http://t.co/eruwchcglt
end,1766,end
O,1766,killed
O,1766,including
O,1766,gunman
B-LOC,1766,fort
I-LOC,1766,hood
O,1766,shooting
O,1766,officials
O,1766,said
O,1766,http://t.co/ygmggcmmf6
end,1768,end
B-LOC,1768,fort
I-LOC,1768,hood
O,1768,reports
O,1768,active
O,1768,shooter
O,1768,orders
O,1768,base
O,1768,shelter
O,1768,place
O,1768,http://t.co/ygmggcmmf6
end,1770,end
B-ORG,1770,gm
O,1770,ceo
B-PER,1770,mary
I-PER,1770,barra
O,1770,interview
O,1770,says
O,1770,executives
O,1770,bigger
O,1770,role
O,1770,recalls
O,1770,http://t.co/hdoauff5ps
end,1771,end
B-LOC,1771,malaysia
O,1771,police
O,1771,chief
O,1771,says
O,1771,flight
O,1771,370
O,1771,probe
O,1771,classified
O,1771,criminal
O,1771,investigation
O,1771,http://t.co/7qnxn5btup
end,1772,end
O,1772,earthquake
O,1772,8
O,1772,0
O,1772,magnitude
O,1772,strikes
O,1772,near
B-LOC,1772,northern
I-LOC,1772,chilean
I-LOC,1772,coast
O,1772,says
B-ORG,1772,usgs
O,1772,http://t.co/eruwchcglt
end,1775,end
O,1775,antigovernment
O,1775,protester
O,1775,killed
O,1775,shooting
O,1775,attack
B-LOC,1775,bangkok
O,1775,http://t.co/eruwchcglt
end,1776,end
O,1776,coordination
O,1776,lapses
O,1776,led
O,1776,rescuers
O,1776,astray
O,1776,wasting
O,1776,days
O,1776,search
B-ORG,1776,malaysia
I-ORG,1776,airlines
O,1776,flight
O,1776,370
O,1776,http://t.co/6f4ndav0lr
end,1777,end
B-ORG,1777,fbi
O,1777,investigating
O,1777,high-speed
O,1777,firms
O,1777,trade
O,1777,nonpublic
O,1777,information
O,1777,http://t.co/ciibqhbvau
end,1778,end
B-ORG,1778,gm
O,1778,recalling
O,1778,1
O,1778,3
O,1778,million
O,1778,vehicles
B-LOC,1778,u
I-LOC,1778,s
O,1778,fix
O,1778,power
O,1778,steering
O,1778,http://t.co/eruwchcglt
end,1779,end
B-ORG,1779,nhtsa
O,1779,chief
O,1779,tell
B-ORG,1779,congress
I-ORG,1779,gm
O,1779,information
O,1779,helped
O,1779,identify
O,1779,defect
O,1779,earlier
O,1779,http://t.co/eruwchcglt
end,1780,end
O,1780,french
O,1780,prime
O,1780,minster
B-PER,1780,jean-
I-PER,1780,marc
I-PER,1780,ayrault
O,1780,government
O,1780,tender
O,1780,resignations
O,1780,http://t.co/eruwchcglt
end,1781,end
B-LOC,1781,south
I-LOC,1781,korea
O,1781,fires
O,1781,shells
B-LOC,1781,north
I-LOC,1781,korean
O,1781,waters
B-LOC,1781,north
O,1781,s
O,1781,live-fire
O,1781,drills
B-ORG,1781,ap
O,1781,reports
O,1781,http://t.co/eruwchcglt
end,1783,end
B-ORG,1783,general
I-ORG,1783,motors
O,1783,recalling
O,1783,824
O,1783,000
O,1783,vehicles
B-LOC,1783,u
I-LOC,1783,s
O,1783,http://t.co/eruwchcglt
end,1784,end
B-PER,1784,putin
O,1784,called
B-PER,1784,obama
O,1784,discuss
O,1784,diplomatic
O,1784,resolution
B-LOC,1784,ukraine
B-ORG,1784,white
I-ORG,1784,house
O,1784,says
O,1784,http://t.co/eruwchcglt
end,1785,end
O,1785,follow
O,1785,latest
O,1785,news
B-LOC,1785,iraq
O,1785,http://t.co/al7ffkhexu
end,1786,end
O,1786,stay
O,1786,live
O,1786,coverage
O,1786,developing
O,1786,situation
B-LOC,1786,#iraq:
O,1786,http://t.co/g1fhstayh7
O,1787,http://t.co/fxwv7v6ttx
end,1788,end
B-ORG,1788,house
I-ORG,1788,representatives
O,1788,subcommittee
O,1788,convenes
O,1788,hearing
O,1788,ebola
O,1788,outbreak
O,1788,watch
O,1788,live
O,1788,http://t.co/hndjwlajor
end,1789,end
B-PER,1789,president
I-PER,1789,obama
O,1789,speaking
O,1789,watch
O,1789,live
O,1789,http://t.co/f7lzs47vsx
end,1790,end
B-PER,1790,president
I-PER,1790,obama
O,1790,hold
O,1790,news
O,1790,conference
O,1790,shortly
O,1790,following
B-LOC,1790,u
I-LOC,1790,s
B-LOC,1790,africa
O,1790,leaders
O,1790,summit
O,1790,watch
O,1790,live
O,1790,http://t.co/fmyfe3b5ot
end,1791,end
O,1791,look
B-LOC,1791,africa
O,1791,greatest
O,1791,resource
O,1791,people
O,1791,talent
O,1791,potential
B-PER,1791,obama
O,1791,speaking
O,1791,live
O,1791,http://t.co/vxcuftvz3t
end,1792,end
B-PER,1792,president
I-PER,1792,obama
O,1792,speaking
B-LOC,1792,african
I-LOC,1792,leaders
I-LOC,1792,summit
O,1792,watch
O,1792,live
O,1792,http://t.co/4nafjrfd8o
end,1793,end
B-PER,1793,president
I-PER,1793,obama
O,1793,speaking
B-ORG,1793,african
I-ORG,1793,leaders
I-ORG,1793,summit
O,1793,watch
O,1793,live
O,1793,http://t.co/dmbp7skc10
end,1794,end
O,1794,president
B-PER,1794,obama
O,1794,expected
O,1794,speak
O,1794,soon
B-ORG,1794,african
I-ORG,1794,leaders
I-ORG,1794,summit
O,1794,watch
O,1794,live
O,1794,http://t.co/fqf5yng3wz
end,1796,end
B-ORG,1796,pentagon
O,1796,confirms
O,1796,assailant
B-LOC,1796,afghanistan
O,1796,attack
O,1796,believed
O,1796,afghan
O,1796,soldier
O,1796,watch
O,1796,live
O,1796,http://t.co/ok7gsgcuvl
end,1798,end
B-ORG,1798,pentagon
O,1798,hold
O,1798,briefing
B-LOC,1798,afghanistan
O,1798,attack
O,1798,killed
B-LOC,1798,u
I-LOC,1798,s
O,1798,general
O,1798,wounded
O,1798,14
O,1798,live
O,1798,http://t.co/cs2du6dsqv
end,1799,end
O,1799,#breaking:
B-LOC,1799,u
I-LOC,1799,s
O,1799,economy
O,1799,creates
O,1799,209
O,1799,000
O,1799,july
O,1799,unemployment
O,1799,6
O,1799,2
O,1799,percent
O,1799,higher
O,1799,expected
O,1799,http://t.co/xjbvupo4lf
end,1801,end
B-PER,1801,president
I-PER,1801,obama
O,1801,discusses
O,1801,economy
O,1801,speech
O,1801,delivered
B-LOC,1801,kansas
I-LOC,1801,city
O,1801,watch
O,1801,live
O,1801,http://t.co/yivfivpbjw
end,1802,end
O,1802,#breaking:
B-PER,1802,obama
O,1802,says
B-LOC,1802,u
I-LOC,1802,s
O,1802,imposing
O,1802,sanctions
B-LOC,1802,russia
O,1802,energy
O,1802,arms
O,1802,finance
O,1802,sectors
O,1802,http://t.co/9nrgaqe0wc
end,1804,end
B-PER,1804,john
I-PER,1804,kerry
B-LOC,1804,ukraine
O,1804,foreign
O,1804,minister
B-PER,1804,pavlo
I-PER,1804,klimkin
O,1804,hold
O,1804,joint
O,1804,news
O,1804,conference
B-LOC,1804,washington
O,1804,live
O,1804,http://t.co/ylgzr2qlga
end,1807,end
B-PER,1807,obama
O,1807,speaking
B-LOC,1807,ukraine
O,1807,right
O,1807,watch
O,1807,live
O,1807,http://t.co/f7lzs47vsx
end,1808,end
B-PER,1808,president
I-PER,1808,obama
O,1808,statement
O,1808,situation
B-LOC,1808,ukraine
O,1808,watch
O,1808,live
O,1808,http://t.co/f7lzs47vsx
end,1810,end
B-ORG,1810,pentagon
O,1810,press
O,1810,conference
O,1810,#mh17
O,1810,happening
O,1810,watch
O,1810,live
O,1810,http://t.co/6qu9cudao6
end,1811,end
B-PER,1811,obama
O,1811,says
O,1811,early
O,1811,guess
O,1811,intentions
O,1811,launched
O,1811,surface-to-air
O,1811,missile
O,1811,http://t.co/6qu9cudao6
end,1812,end
B-PER,1812,obama
O,1812,says
O,1812,hopeful
B-LOC,1812,israel
O,1812,continue
O,1812,approach
O,1812,process
O,1812,way
O,1812,minimizes
O,1812,civilian
O,1812,casualties
O,1812,http://t.co/6qu9cudao6
end,1813,end
B-PER,1813,president
I-PER,1813,obama
O,1813,speaking
O,1813,#mh17.
O,1813,watch
O,1813,live
O,1813,http://t.co/6qu9cudao6
end,1814,end
B-PER,1814,president
I-PER,1814,obama
O,1814,address
O,1814,#m17
O,1814,delayed
O,1814,stay
O,1814,updates
O,1814,http://t.co/6qu9cudao6
end,1815,end
B-PER,1815,president
I-PER,1815,obama
O,1815,expected
O,1815,speak
O,1815,shortly
O,1815,#mh17.
O,1815,watch
O,1815,live
B-ORG,1815,@
B-ORG,1815,reuters
O,1815,http://t.co/6qu9cudao6
O,1817,http://t.co/bscptngxxo
end,1818,end
O,1818,stay
O,1818,live
O,1818,coverage
O,1818,#mh17
O,1818,crash
O,1818,near
B-LOC,1818,ukraine-
I-LOC,1818,russia
O,1818,border
O,1818,http://t.co/al7ffkhexu
end,1819,end
B-LOC,1819,ukraine
O,1819,prime
O,1819,minster
O,1819,orders
O,1819,investigation
O,1819,malaysian
O,1819,airplane
O,1819,catastrophe
O,1819,live
O,1819,coverage
O,1819,http://t.co/al7ffkhexu
end,1822,end
B-ORG,1822,federal
I-ORG,1822,reserve
O,1822,chair
B-PER,1822,janet
I-PER,1822,yellen
O,1822,testifies
B-ORG,1822,senate
I-ORG,1822,banking
I-ORG,1822,committee
O,1822,watch
O,1822,live
O,1822,http://t.co/f7lzs47vsx
end,1823,end
B-PER,1823,janet
I-PER,1823,yellen
O,1823,says
O,1823,steps
O,1823,works
O,1823,strengthen
O,1823,financial
O,1823,institutions
O,1823,watch
O,1823,live
O,1823,http://t.co/f7lzs47vsx
end,1825,end
B-ORG,1825,fed
I-ORG,1825,reserve
O,1825,chair
B-PER,1825,janet
I-PER,1825,yellen
O,1825,testifies
B-ORG,1825,senate
I-ORG,1825,banking
I-ORG,1825,committee
O,1825,10
O,1825,et
O,1825,watch
O,1825,live
O,1825,http://t.co/f7lzs47vsx
end,1828,end
B-ORG,1828,#worldcup
O,1828,final
O,1828,time
B-ORG,1828,#arg
O,1828,vs
B-ORG,1828,#ger
O,1828,kicks
O,1828,3
O,1828,pm
O,1828,et
O,1828,live
O,1828,coverage
O,1828,http://t.co/cvh0equh7l
O,1829,http://t.co/ccdjqpg3gd
end,1830,end
O,1830,live
B-ORG,1830,senate
I-ORG,1830,appropriations
I-ORG,1830,committee
O,1830,reviews
B-PER,1830,obama
O,1830,request
O,1830,funding
O,1830,address
O,1830,child
O,1830,immigration
O,1830,crisis
O,1830,http://t.co/f7lzs47vsx
end,1831,end
B-ORG,1831,#ned
O,1831,vs
B-ORG,1831,#arg
O,1831,start
O,1831,live
B-ORG,1831,#worldcup
O,1831,coverage
O,1831,http://t.co/cvh0equh7l
O,1832,http://t.co/ioth9vwzor
O,1834,http://t.co/wwoofdwrsh
O,1836,http://t.co/nduurtxxxv
end,1837,end
O,1837,countdown
B-ORG,1837,#brazilvsgermany.
O,1837,live
O,1837,#worldcup
O,1837,coverage
O,1837,begun
O,1837,http://t.co/ggtrgj7xrb
O,1838,http://t.co/bprdilfger
end,1839,end
B-ORG,1839,reuters
O,1839,reporter
B-PER,1839,megan
I-PER,1839,twohey
O,1839,testifying
B-ORG,1839,senate
O,1839,subcommittee
O,1839,hearing
O,1839,child
O,1839,trafficking
O,1839,right
O,1839,http://t.co/dbge3b9ocx
end,1840,end
O,1840,senate
O,1840,hearing
O,1840,child
O,1840,trafficking
O,1840,private
O,1840,adoption
O,1840,exchanges
B-ORG,1840,reuters
O,1840,reporter
B-PER,1840,megan
I-PER,1840,twohey
O,1840,testify
O,1840,watch
O,1840,live
O,1840,http://t.co/dbge3b9ocx
end,1842,end
O,1842,live
O,1842,coverage
O,1842,june
O,1842,#jobsreport:
O,1842,http://t.co/qykzt9cuye.
B-PER,1843,@
B-PER,1843,shaneferro
O,1843,breaks
O,1843,numbers
end,1843,end
B-PER,1843,yellen
O,1843,says
O,1843,macro
O,1843,prudential
O,1843,tools
O,1843,limitations
O,1843,monetary
O,1843,policy
O,1843,line
O,1843,defense
O,1843,live
O,1843,http://t.co/f7lzs47vsx
end,1844,end
B-ORG,1844,federal
I-ORG,1844,reserve
O,1844,chair
B-PER,1844,janet
I-PER,1844,yellen
O,1844,discussing
O,1844,central
O,1844,banking
O,1844,right
O,1844,watch
O,1844,live
O,1844,http://t.co/f7lzs47vsx
end,1845,end
O,1845,nuclear
O,1845,talks
O,1845,resume
B-LOC,1845,iran
O,1845,vows
O,1845,kneel
O,1845,submission
O,1845,live
O,1845,coverage
O,1845,http://t.co/lfjytmg3dr
O,1846,http://t.co/g8jim0r4gp
end,1848,end
B-ORG,1848,belgium
O,1848,wins
O,1848,game
O,1848,http://t.co/cvh0equh7l
B-ORG,1849,#worldcup
I-ORG,1849,#usavsbel
end,1849,end
O,1849,2
O,1849,1
B-ORG,1849,belgium
O,1849,leading
B-ORG,1849,#usavsbel.
O,1849,miss
O,1849,game
O,1849,live
O,1849,http://t.co/cvh0equh7l
end,1851,end
B-ORG,1851,usa
O,1851,scores
O,1851,score
O,1851,2
O,1851,1
B-ORG,1851,belgium
O,1851,leading
O,1851,miss
O,1851,action
O,1851,http://t.co/cvh0equh7l
O,1853,#worldcup
end,1853,end
B-ORG,1853,belgium
O,1853,score
O,1853,watch
B-ORG,1853,#usavsbel
O,1853,live
O,1853,http://t.co/cvh0equh7l
O,1854,#worldcup
end,1854,end
O,1854,miss
O,1854,second
O,1854,half
B-ORG,1854,#usavsbel.
O,1854,follow
O,1854,live
O,1854,coverage
O,1854,http://t.co/cvh0equh7l
O,1855,#worldcup
O,1855,http://t.co/ictkyclyjn
end,1856,end
O,1856,live
O,1856,action
B-ORG,1856,#usavsbel
O,1856,beginning
O,1856,watch
O,1856,http://t.co/cvh0equh7l
end,1858,end
O,1858,miss
O,1858,action
B-ORG,1858,#argentinavsswitzerland
I-ORG,1858,#worldcup
O,1858,match
O,1858,follow
B-ORG,1858,live
O,1858,http://t.co/cvh0equh7l
end,1860,end
O,1860,discussion
O,1860,#wwi
O,1860,concluded
O,1860,thanks
O,1860,followed
B-ORG,1860,#reuterslive
end,1860,end
O,1860,happen
O,1860,think
O,1860,war
B-LOC,1860,iraq
O,1860,greatest
O,1860,mistakes
B-LOC,1860,u
I-LOC,1860,s
B-PER,1860,@
B-PER,1860,madeleine
O,1860,#wwi
O,1860,parallels
B-ORG,1860,#reuterslive
end,1860,end
O,1860,comes
O,1860,importance
O,1860,civilian
O,1860,leadership
O,1860,control
O,1860,military
O,1860,accident
B-PER,1860,dr
I-PER,1860,margaret
I-PER,1860,macmillan
B-ORG,1860,#reuterslive
end,1860,end
B-LOC,1860,austria
B-LOC,1860,hungary
B-LOC,1860,germany
O,1860,responsible
O,1860,way
B-PER,1860,@
B-PER,1860,madeleine
B-PER,1860,albright
O,1860,blame
O,1860,#wwi.
B-ORG,1860,#reuterslive
end,1860,end
O,1860,world
O,1860,war
O,1860,complicated
O,1860,trying
O,1860,pick
O,1860,person
O,1860,factor
O,1860,responsible
O,1860,impossible
B-PER,1860,margaret
I-PER,1860,macmillan
B-ORG,1860,#reuterslivve
end,1860,end
B-LOC,1860,russia
B-LOC,1860,france
O,1860,wanted
B-LOC,1860,european
O,1860,war
B-LOC,1860,britain
O,1860,fight
B-PER,1860,dr
I-PER,1860,sean
I-PER,1860,mcmeekin
O,1860,blame
O,1860,#wwi.
B-ORG,1860,#reuterslive
end,1860,end
B-PER,1860,wilson
O,1860,standpoint
B-LOC,1860,germany
B-PER,1860,@
B-PER,1860,a_scottberg
O,1860,blame
O,1860,#wwi.
B-ORG,1860,#reuterslive
end,1860,end
B-PER,1860,@
B-PER,1860,sirharryevans
O,1860,asking
O,1860,blame
O,1860,#wwi.
O,1860,stay
O,1860,tuned
O,1860,answers
O,1860,discussion
B-ORG,1860,#reuterslive
end,1860,end
O,1860,1914
B-PER,1860,americans
O,1860,thought
B-PER,1860,@
B-PER,1860,a_scottberg
O,1860,#wwi.
O,1860,#reuterslive
end,1860,end
O,1860,run
O,1860,country
O,1860,partly
O,1860,fairly
O,1860,lazy
B-PER,1860,dr
I-PER,1860,henry
I-PER,1860,kissinger
B-PER,1860,kaiser
O,1860,#wwi.
O,1860,#reuterslive
end,1860,end
O,1860,believed
O,1860,war
O,1860,avoidable
B-PER,1860,@
B-PER,1860,madeleine
B-PER,1860,albright
O,1860,#wwi
O,1860,avoidable
O,1860,inevitable
B-ORG,1860,#reuterslive
end,1860,end
O,1860,join
O,1860,#wwi
O,1860,conversation
O,1860,moderated
B-PER,1860,@
B-PER,1860,sirharryevans
O,1860,beginning
O,1860,6
O,1860,pm
O,1860,et
B-ORG,1860,@
B-ORG,1860,thomsonreuters
B-ORG,1860,#reuterslive
end,1860,end
B-PER,1860,@
B-PER,1860,sirharryevans
O,1860,hosting
O,1860,conversation
B-PER,1860,@
B-PER,1860,madeleine
B-PER,1860,@
B-PER,1860,a_scottberg
B-PER,1860,dr
I-PER,1860,henry
I-PER,1860,kissinger
O,1860,#wwi
O,1860,learned
end,1860,end
B-ORG,1860,#breaking:
O,1860,banned
B-LOC,1860,uruguay
O,1860,striker
B-PER,1860,luis
I-PER,1860,suarez
O,1860,admits
O,1860,biting
B-ORG,1860,italy
O,1860,defender
O,1860,tweets
O,1860,apology
O,1860,entire
O,1860,football
O,1860,family
end,1860,end
O,1860,looking
O,1860,live
O,1860,coverage
B-ORG,1860,#worldcup?
O,1860,look
O,1860,http://t.co/cvh0equh7l
O,1863,http://t.co/whhpmth6k1
end,1864,end
B-ORG,1864,google
O,1864,says
B-ORG,1864,lg
B-ORG,1864,samsung
O,1864,smartwatches
O,1864,running
O,1864,android
O,1864,wear
O,1864,available
O,1864,later
O,1864,today
B-ORG,1864,google
O,1864,store
O,1864,watch
O,1864,live
O,1864,http://t.co/3clisgienf
O,1865,#io14
end,1865,end
O,1865,live
B-ORG,1865,@
B-ORG,1865,google
O,1865,working
O,1865,bring
O,1865,sub-
O,1865,100
O,1865,4
O,1865,5
O,1865,inch
O,1865,phone
B-LOC,1865,india
O,1865,fall
O,1865,watch
O,1865,http://t.co/3clisgienf
end,1868,end
O,1868,got
O,1868,live
O,1868,coverage
B-ORG,1868,#brazilvscameroon.
O,1868,follow
B-ORG,1868,#worldcup
O,1868,live
O,1868,blog
O,1868,http://t.co/sadpv2za65
O,1869,http://t.co/048zqucwg7
end,1870,end
O,1870,got
O,1870,live
O,1870,coverage
B-ORG,1870,#worldcup2014
B-LOC,1870,brazil
O,1870,follow
O,1870,http://t.co/sadpv2za65
O,1871,http://t.co/ezw3kgm1bv
end,1872,end
O,1872,house
O,1872,majority
O,1872,leader
B-PER,1872,cantor
O,1872,expected
O,1872,begin
O,1872,press
O,1872,conf
O,1872,shortly
O,1872,watch
O,1872,live
B-ORG,1872,@
B-ORG,1872,reuters
O,1872,http://t.co/axah1sgtlg
end,1874,end
O,1874,watch
O,1874,live
B-ORG,1874,imf
B-PER,1874,christine
I-PER,1874,lagarde
O,1874,gives
O,1874,news
O,1874,conference
B-LOC,1874,uk
O,1874,economy
O,1874,http://t.co/0xvvlt1z1a
end,1875,end
O,1875,watch
O,1875,live
O,1875,d-day
O,1875,commemoration
O,1875,services
B-LOC,1875,normandy
O,1875,http://t.co/ocaaojszz8
O,1876,http://t.co/7xwflfkvbg
end,1877,end
B-PER,1877,barack
I-PER,1877,obama
B-PER,1877,david
I-PER,1877,cameron
O,1877,speaking
O,1877,news
O,1877,conference
B-ORG,1877,g
I-ORG,1877,7
O,1877,summit
O,1877,live
O,1877,http://t.co/g3omhsjv2c
end,1878,end
O,1878,live
B-PER,1878,barack
I-PER,1878,obama
B-PER,1878,david
I-PER,1878,cameron
O,1878,joint
O,1878,news
O,1878,conference
B-ORG,1878,g
I-ORG,1878,7
O,1878,summit
O,1878,http://t.co/ocaaojszz8
end,1879,end
B-PER,1879,barra
O,1879,cites
O,1879,number
O,1879,changes
O,1879,including
O,1879,15
O,1879,individuals
O,1879,acted
O,1879,inappropriately
O,1879,longer
O,1879,company
O,1879,http://t.co/f7lzs47vsx
B-ORG,1880,gm
end,1880,end
B-ORG,1880,gm
O,1880,ceo
B-PER,1880,barra
O,1880,cites
O,1880,steps
O,1880,company
O,1880,taken
O,1880,including
O,1880,creation
O,1880,global
O,1880,safety
O,1880,vehicle
O,1880,job
O,1880,watch
O,1880,live
O,1880,http://t.co/f7lzs47vsx
end,1881,end
B-LOC,1881,gm
O,1881,ceo
B-PER,1881,barra
O,1881,says
B-PER,1881,valukas
O,1881,report
O,1881,revealed
O,1881,conspiracy
O,1881,company
O,1881,cover-up
O,1881,facts
O,1881,trade-off
O,1881,safety
O,1881,costs
end,1881,end
B-ORG,1881,gm
O,1881,ceo
B-PER,1881,barra
O,1881,says
O,1881,report
O,1881,says
O,1881,raised
O,1881,issue
O,1881,highest
O,1881,level
O,1881,company
O,1881,live
O,1881,http://t.co/f7lzs47vsx
end,1882,end
B-ORG,1882,@
B-ORG,1882,gm
O,1882,ceo
B-PER,1882,barra
O,1882,says
O,1882,failed
O,1882,customers
O,1882,watch
B-ORG,1882,gm
O,1882,press
O,1882,conference
O,1882,live
O,1882,http://t.co/f7lzs47vsx
end,1883,end
O,1883,live
B-ORG,1883,ecb
O,1883,president
B-PER,1883,mario
I-PER,1883,draghi
O,1883,gives
O,1883,monthly
O,1883,press
O,1883,conference
O,1883,announcing
O,1883,negative
O,1883,deposit
O,1883,rates
O,1883,http://t.co/e9b0qq6k86
end,1884,end
O,1884,10
O,1884,mins
B-LOC,1884,u
I-LOC,1884,s
O,1884,defense
O,1884,secretary
B-PER,1884,chuck
I-PER,1884,hagel
O,1884,speak
O,1884,following
B-ORG,1884,nato
O,1884,meeting
B-LOC,1884,ukraine
B-LOC,1884,afghanistan
O,1884,http://t.co/ocaaojszz8
end,1885,end
O,1885,watch
O,1885,live
B-ORG,1885,nato
O,1885,secretary
B-PER,1885,general
I-PER,1885,rasmussen
O,1885,following
B-ORG,1885,nato
O,1885,defence
O,1885,ministers
O,1885,meeting
B-LOC,1885,ukraine
B-LOC,1885,afghanistan
O,1885,http://t.co/ocaaojszz8
end,1886,end
O,1886,watch
O,1886,live
B-LOC,1886,u
I-LOC,1886,s
